"B05007_001E","B05007_001M","B05007_002E","B05007_002M","B05007_003E","B05007_003M","B05007_004E","B05007_004M","B05007_005E","B05007_005M","B05007_006E","B05007_006M","B05007_007E","B05007_007M","B05007_008E","B05007_008M","B05007_009E","B05007_009M","B05007_010E","B05007_010M","B05007_011E","B05007_011M","B05007_012E","B05007_012M","B05007_013E","B05007_013M","B05007_014E","B05007_014M","B05007_015E","B05007_015M","B05007_016E","B05007_016M","B05007_017E","B05007_017M","B05007_018E","B05007_018M","B05007_019E","B05007_019M","B05007_020E","B05007_020M","B05007_021E","B05007_021M","B05007_022E","B05007_022M","B05007_023E","B05007_023M","B05007_024E","B05007_024M","B05007_025E","B05007_025M","B05007_026E","B05007_026M","B05007_027E","B05007_027M","B05007_028E","B05007_028M","B05007_029E","B05007_029M","B05007_030E","B05007_030M","B05007_031E","B05007_031M","B05007_032E","B05007_032M","B05007_033E","B05007_033M","B05007_034E","B05007_034M","B05007_035E","B05007_035M","B05007_036E","B05007_036M","B05007_037E","B05007_037M","B05007_038E","B05007_038M","B05007_039E","B05007_039M","B05007_040E","B05007_040M","B05007_041E","B05007_041M","B05007_042E","B05007_042M","B05007_043E","B05007_043M","B05007_044E","B05007_044M","B05007_045E","B05007_045M","B05007_046E","B05007_046M","B05007_047E","B05007_047M","B05007_048E","B05007_048M","B05007_049E","B05007_049M","B05007_050E","B05007_050M","B05007_051E","B05007_051M","B05007_052E","B05007_052M","B05007_053E","B05007_053M","B05007_054E","B05007_054M","B05007_055E","B05007_055M","B05007_056E","B05007_056M","B05007_057E","B05007_057M","B05007_058E","B05007_058M","B05007_059E","B05007_059M","B05007_060E","B05007_060M","B05007_061E","B05007_061M","B05007_062E","B05007_062M","B05007_063E","B05007_063M","B05007_064E","B05007_064M","B05007_065E","B05007_065M","B05007_066E","B05007_066M","B05007_067E","B05007_067M","B05007_068E","B05007_068M","B05007_069E","B05007_069M","B05007_070E","B05007_070M","B05007_071E","B05007_071M","B05007_072E","B05007_072M","B05007_073E","B05007_073M","B05007_074E","B05007_074M","B05007_075E","B05007_075M","B05007_076E","B05007_076M","B05007_077E","B05007_077M","B05007_078E","B05007_078M","B05007_079E","B05007_079M","B05007_080E","B05007_080M","B05007_081E","B05007_081M","B05007_082E","B05007_082M","B05007_083E","B05007_083M","B05007_084E","B05007_084M","B05007_085E","B05007_085M","B05007_086E","B05007_086M","B05007_087E","B05007_087M","B05007_088E","B05007_088M","B05007_089E","B05007_089M","B05007_090E","B05007_090M","B05007_091E","B05007_091M","B05007_092E","B05007_092M","B05007_093E","B05007_093M","B05007_094E","B05007_094M","GEO_ID","NAME"
"1225","237","37","30","0","95","0","95","0","95","8","13","8","13","0","95","9","14","0","95","9","14","20","23","20","23","0","95","680","180","70","56","19","25","51","43","203","135","169","125","34","30","268","118","215","108","53","51","139","66","133","65","6","10","487","135","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","453","134","301","134","49","53","0","95","49","53","51","56","0","95","51","56","123","66","87","58","36","36","78","53","70","51","8","13","152","75","35","39","35","39","0","95","34","54","0","95","34","54","9","13","9","13","0","95","74","57","74","57","0","95","34","31","0","95","0","95","0","95","14","22","14","22","0","95","0","95","0","95","0","95","20","23","20","23","0","95","21","24","0","95","0","95","0","95","11","18","0","95","11","18","0","95","0","95","0","95","10","16","10","16","0","95","1400000US06037603500","Census Tract 6035, Los Angeles County, California"
"1230","247","18","27","0","95","0","95","0","95","18","27","0","95","18","27","0","95","0","95","0","95","0","95","0","95","0","95","857","215","191","108","87","64","104","77","111","84","111","84","0","95","341","172","341","172","0","95","214","94","214","94","0","95","254","128","53","52","0","95","0","95","0","95","13","20","13","20","0","95","10","18","10","18","0","95","30","34","19","28","11","18","185","115","125","79","0","95","0","95","0","95","62","64","0","95","62","64","0","95","0","95","0","95","63","47","63","47","0","95","60","68","22","34","0","95","22","34","27","32","27","32","0","95","0","95","0","95","0","95","11","21","11","21","0","95","16","21","0","95","0","95","0","95","6","12","6","12","0","95","0","95","0","95","0","95","10","18","10","18","0","95","101","74","22","35","22","35","0","95","22","26","0","95","22","26","26","31","26","31","0","95","31","34","31","34","0","95","1400000US06037603600","Census Tract 6036, Los Angeles County, California"
"1630","333","122","65","0","95","0","95","0","95","28","41","28","41","0","95","0","95","0","95","0","95","94","56","57","48","37","45","945","217","174","135","35","32","139","131","271","129","222","118","49","44","324","139","276","131","48","56","176","92","176","92","0","95","530","271","15","21","0","95","0","95","0","95","0","95","0","95","0","95","6","14","6","14","0","95","9","16","9","16","0","95","494","263","166","127","0","95","0","95","0","95","40","52","0","95","40","52","8","15","8","15","0","95","118","90","98","74","20","29","328","226","155","160","92","137","63","79","21","35","0","95","21","35","104","98","34","37","70","81","48","48","48","48","0","95","21","27","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","21","27","9","16","12","21","33","58","0","95","0","95","0","95","6","11","6","11","0","95","0","95","0","95","0","95","27","48","17","30","10","18","1400000US06037603702","Census Tract 6037.02, Los Angeles County, California"
"1101","244","33","34","0","95","0","95","0","95","0","95","0","95","0","95","16","27","16","27","0","95","17","20","17","20","0","95","491","187","119","79","44","32","75","55","164","98","140","87","24","22","90","59","90","59","0","95","118","72","108","69","10","15","565","204","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","556","203","437","186","44","42","11","18","33","37","166","118","105","109","61","45","147","125","63","58","84","98","80","55","68","50","12","20","119","94","0","95","0","95","0","95","8","14","0","95","8","14","32","41","4","6","28","43","79","84","79","84","0","95","9","13","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","9","13","9","13","0","95","12","20","0","95","0","95","0","95","12","20","7","12","5","8","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037603703","Census Tract 6037.03, Los Angeles County, California"
"2304","448","53","82","0","95","0","95","0","95","23","36","23","36","0","95","30","46","30","46","0","95","0","95","0","95","0","95","114","93","6","13","0","95","6","13","60","62","33","39","27","44","22","36","22","36","0","95","26","28","12","17","14","22","2000","453","20","32","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","20","32","20","32","0","95","1876","458","1312","488","355","203","35","56","320","195","471","266","24","39","447","265","299","167","127","118","172","122","187","153","106","80","81","88","564","260","159","135","0","95","159","135","108","82","27","31","81","69","256","188","140","145","116","96","41","52","32","50","9","15","104","107","61","77","0","95","61","77","0","95","0","95","0","95","25","29","10","16","15","26","18","33","18","33","0","95","137","146","137","146","0","95","137","146","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037603704","Census Tract 6037.04, Los Angeles County, California"
"1792","435","47","51","0","95","0","95","0","95","17","34","0","95","17","34","11","22","11","22","0","95","19","32","19","32","0","95","372","139","106","90","41","65","65","58","10","23","0","95","10","23","232","101","115","91","117","110","24","35","0","95","24","35","1322","462","71","130","0","95","0","95","0","95","71","130","0","95","71","130","0","95","0","95","0","95","0","95","0","95","0","95","1242","437","864","430","240","166","35","54","205","141","319","269","0","95","319","269","97","81","0","95","97","81","208","131","128","94","80","68","378","222","75","72","0","95","75","72","17","29","0","95","17","29","232","190","36","40","196","154","54","50","39","45","15","24","9","17","9","17","0","95","9","17","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","51","57","28","46","0","95","28","46","14","24","0","95","14","24","9","17","9","17","0","95","0","95","0","95","0","95","1400000US06037603801","Census Tract 6038.01, Los Angeles County, California"
"1748","349","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","264","100","20","34","0","95","20","34","56","66","56","66","0","95","48","60","48","60","0","95","140","117","140","117","0","95","1403","291","114","119","0","95","0","95","0","95","0","95","0","95","0","95","31","49","0","95","31","49","83","110","83","110","0","95","1147","256","755","339","104","108","0","95","104","108","177","128","22","37","155","125","286","172","68","67","218","143","188","129","116","99","72","66","392","242","0","95","0","95","0","95","298","221","193","244","105","73","94","112","28","50","66","101","0","95","0","95","0","95","142","249","142","249","0","95","142","249","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","81","144","29","52","29","52","0","95","26","46","26","46","0","95","26","45","26","45","0","95","0","95","0","95","0","95","1400000US06037603802","Census Tract 6038.02, Los Angeles County, California"
"3295","568","41","30","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","41","30","41","30","0","95","629","194","23","38","23","38","0","95","273","169","98","109","175","157","58","57","58","57","0","95","275","198","239","194","36","44","2604","534","169","215","135","209","0","95","135","209","0","95","0","95","0","95","0","95","0","95","0","95","34","36","34","36","0","95","2289","469","1681","454","328","289","22","34","306","301","510","295","53","67","457","271","328","119","161","100","167","117","515","189","272","141","243","147","608","297","160","173","0","95","160","173","213","153","22","35","191","142","168","118","89","92","79","84","67","78","53","77","14","23","146","98","63","73","32","51","31","53","36","56","0","95","36","56","18","30","0","95","18","30","29","30","29","30","0","95","21","24","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","21","24","21","24","0","95","1400000US06037603900","Census Tract 6039, Los Angeles County, California"
"1218","300","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","171","127","0","95","0","95","0","95","0","95","0","95","0","95","102","115","102","115","0","95","69","62","69","62","0","95","978","275","47","68","0","95","0","95","0","95","43","68","43","68","0","95","0","95","0","95","0","95","4","10","0","95","4","10","773","246","579","173","63","71","0","95","63","71","291","115","90","78","201","110","73","55","23","27","50","49","152","100","104","81","48","57","194","161","85","96","20","31","65","81","47","56","0","95","47","56","49","72","9","25","40","64","13","24","9","24","4","10","158","158","134","144","0","95","134","144","0","95","0","95","0","95","24","40","24","40","0","95","0","95","0","95","0","95","69","78","22","35","0","95","22","35","23","38","23","38","0","95","24","29","24","29","0","95","0","95","0","95","0","95","1400000US06037604001","Census Tract 6040.01, Los Angeles County, California"
"1583","395","32","34","15","24","0","95","15","24","17","25","17","25","0","95","0","95","0","95","0","95","0","95","0","95","0","95","577","293","387","297","0","95","387","297","88","50","88","50","0","95","83","91","38","54","45","72","19","30","19","30","0","95","886","230","35","56","0","95","0","95","0","95","19","31","0","95","19","31","0","95","0","95","0","95","16","25","16","25","0","95","705","220","523","197","57","54","26","38","31","36","233","119","50","57","183","103","143","89","45","39","98","83","90","83","61","57","29","44","182","126","58","52","15","24","43","47","89","78","38","38","51","66","13","21","13","21","0","95","22","35","17","24","5","15","146","84","24","30","11","18","13","22","59","65","22","34","37","50","6","20","0","95","6","20","57","67","11","18","46","66","88","107","15","23","0","95","15","23","0","95","0","95","0","95","0","95","0","95","0","95","73","104","73","104","0","95","1400000US06037604002","Census Tract 6040.02, Los Angeles County, California"
"3112","415","41","45","0","95","0","95","0","95","0","95","0","95","0","95","19","30","0","95","19","30","22","33","22","33","0","95","633","185","246","149","92","83","154","123","259","140","197","105","62","51","83","60","83","60","0","95","45","37","45","37","0","95","2375","422","56","44","2","5","0","95","2","5","24","27","24","27","0","95","0","95","0","95","0","95","30","34","25","33","5","9","2265","436","1634","460","564","277","127","142","437","203","506","191","183","112","323","134","372","153","162","98","210","125","192","117","132","89","60","71","631","227","60","48","26","39","34","28","160","80","47","41","113","69","347","165","133","85","214","137","64","57","21","23","43","50","54","46","17","28","17","28","0","95","17","19","0","95","17","19","20","25","13","21","7","12","0","95","0","95","0","95","63","57","10","15","0","95","10","15","10","18","10","18","0","95","33","48","33","48","0","95","10","17","10","17","0","95","1400000US06037604100","Census Tract 6041, Los Angeles County, California"
"560","227","73","52","0","95","0","95","0","95","17","22","17","22","0","95","14","20","14","20","0","95","42","33","42","33","0","95","44","47","3","5","0","95","3","5","33","41","0","95","33","41","0","95","0","95","0","95","8","18","8","18","0","95","392","203","3","6","0","95","0","95","0","95","0","95","0","95","0","95","3","6","3","6","0","95","0","95","0","95","0","95","389","202","389","202","67","72","30","41","37","59","76","80","0","95","76","80","182","96","96","85","86","64","64","58","64","58","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","51","55","42","53","24","30","18","22","0","95","0","95","0","95","0","95","0","95","0","95","9","9","9","9","0","95","1400000US06037609900","Census Tract 6099, Los Angeles County, California"
"555","152","119","62","27","26","9","14","18","22","0","95","0","95","0","95","16","20","16","20","0","95","76","48","60","52","16","25","223","94","116","106","0","95","116","106","53","50","35","47","18","28","12","20","12","20","0","95","42","49","42","49","0","95","134","87","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","134","87","50","57","13","20","0","95","13","20","0","95","0","95","0","95","12","20","12","20","0","95","25","29","25","29","0","95","84","76","0","95","0","95","0","95","26","32","0","95","26","32","58","62","58","62","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","79","58","0","95","0","95","0","95","11","18","11","18","0","95","0","95","0","95","0","95","68","56","58","53","10","15","1400000US06037620001","Census Tract 6200.01, Los Angeles County, California"
"443","140","86","55","18","21","0","95","18","21","23","26","10","16","13","21","23","26","13","20","10","17","22","27","13","23","9","15","187","96","105","82","0","95","105","82","10","16","0","95","10","16","21","34","21","34","0","95","51","44","51","44","0","95","131","64","54","44","0","95","0","95","0","95","13","22","13","22","0","95","0","95","0","95","0","95","41","44","21","23","20","22","49","58","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","49","58","30","49","30","49","0","95","10","17","0","95","10","17","0","95","0","95","0","95","9","16","9","16","0","95","28","21","8","13","0","95","8","13","10","16","0","95","10","16","0","95","0","95","0","95","10","15","10","15","0","95","39","45","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","39","45","39","45","0","95","1400000US06037620002","Census Tract 6200.02, Los Angeles County, California"
"646","168","77","60","0","95","0","95","0","95","46","51","21","32","25","39","17","25","0","95","17","25","14","20","14","20","0","95","129","77","67","65","0","95","67","65","11","15","11","15","0","95","22","35","22","35","0","95","29","28","29","28","0","95","377","137","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","171","132","118","107","68","67","0","95","68","67","0","95","0","95","0","95","19","35","19","35","0","95","31","40","15","32","16","24","53","71","0","95","0","95","0","95","0","95","0","95","0","95","12","22","12","22","0","95","41","68","41","68","0","95","206","178","0","95","0","95","0","95","0","95","0","95","0","95","206","178","32","62","174","188","0","95","0","95","0","95","63","49","0","95","0","95","0","95","30","30","9","16","21","26","12","20","12","20","0","95","21","37","21","37","0","95","1400000US06037620101","Census Tract 6201.01, Los Angeles County, California"
"432","137","109","61","22","38","0","95","22","38","9","16","0","95","9","16","36","26","11","17","25","19","42","34","35","31","7","12","115","71","16","26","0","95","16","26","33","32","7","15","26","29","19","21","8","13","11","17","47","40","39","38","8","14","171","94","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","86","60","46","33","17","22","0","95","17","22","0","95","0","95","0","95","0","95","0","95","0","95","29","31","29","31","0","95","40","49","0","95","0","95","0","95","17","26","17","26","0","95","10","16","0","95","10","16","13","20","0","95","13","20","85","71","51","60","35","54","16","23","0","95","0","95","0","95","34","42","34","42","0","95","0","95","0","95","0","95","37","35","0","95","0","95","0","95","0","95","0","95","0","95","23","29","0","95","23","29","14","15","14","15","0","95","1400000US06037620102","Census Tract 6201.02, Los Angeles County, California"
"123","75","50","53","5","10","5","10","0","95","0","95","0","95","0","95","35","52","35","52","0","95","10","16","10","16","0","95","36","46","0","95","0","95","0","95","0","95","0","95","0","95","36","46","36","46","0","95","0","95","0","95","0","95","34","29","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","8","13","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","8","13","0","95","0","95","0","95","0","95","0","95","0","95","8","13","0","95","8","13","0","95","0","95","0","95","26","25","0","95","0","95","0","95","0","95","0","95","0","95","11","19","0","95","11","19","15","17","15","17","0","95","3","6","3","6","0","95","3","6","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037620201","Census Tract 6202.01, Los Angeles County, California"
"279","107","50","35","4","8","4","8","0","95","0","95","0","95","0","95","9","14","0","95","9","14","37","33","37","33","0","95","71","56","25","40","25","40","0","95","0","95","0","95","0","95","10","15","10","15","0","95","36","36","27","34","9","14","51","39","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","17","21","6","10","0","95","0","95","0","95","6","10","0","95","6","10","0","95","0","95","0","95","0","95","0","95","0","95","11","19","11","19","0","95","11","19","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","34","32","8","12","0","95","8","12","19","30","19","30","0","95","0","95","0","95","0","95","7","12","7","12","0","95","107","60","36","55","0","95","36","55","21","20","6","10","15","17","16","21","16","21","0","95","34","27","34","27","0","95","1400000US06037620301","Census Tract 6203.01, Los Angeles County, California"
"355","126","30","26","10","14","0","95","10","14","10","15","0","95","10","15","0","95","0","95","0","95","10","16","10","16","0","95","140","80","35","46","35","46","0","95","0","95","0","95","0","95","0","95","0","95","0","95","105","62","69","32","36","55","138","105","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","126","102","84","80","38","57","0","95","38","57","0","95","0","95","0","95","0","95","0","95","0","95","46","51","46","51","0","95","42","68","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","42","68","18","29","24","38","12","18","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","12","18","12","18","0","95","47","39","0","95","0","95","0","95","12","16","0","95","12","16","14","22","14","22","0","95","21","24","21","24","0","95","1400000US06037620303","Census Tract 6203.03, Los Angeles County, California"
"737","237","282","196","25","29","0","95","25","29","117","117","98","114","19","30","52","63","16","26","36","43","88","75","88","75","0","95","252","109","21","34","0","95","21","34","45","42","11","16","34","39","74","71","74","71","0","95","112","85","112","85","0","95","60","68","6","14","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","6","14","6","14","0","95","38","64","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","38","64","38","64","38","64","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","16","25","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","16","25","0","95","16","25","143","91","45","50","0","95","45","50","26","31","0","95","26","31","57","73","57","73","0","95","15","24","15","24","0","95","1400000US06037620305","Census Tract 6203.05, Los Angeles County, California"
"550","165","129","100","12","20","0","95","12","20","54","64","54","64","0","95","0","95","0","95","0","95","63","51","32","36","31","36","268","112","30","47","30","47","0","95","11","21","0","95","11","21","46","53","46","53","0","95","181","91","181","91","0","95","80","93","7","12","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","7","12","7","12","0","95","25","41","25","41","0","95","0","95","0","95","0","95","0","95","0","95","25","41","25","41","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","48","81","48","81","0","95","48","81","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","73","60","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","73","60","58","56","15","23","1400000US06037620400","Census Tract 6204, Los Angeles County, California"
"1037","269","138","101","0","95","0","95","0","95","15","25","15","25","0","95","88","84","72","80","16","26","35","43","35","43","0","95","499","227","31","36","0","95","31","36","83","69","43","53","40","41","198","157","198","157","0","95","187","181","187","181","0","95","289","155","143","110","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","143","110","143","110","0","95","130","104","76","85","0","95","0","95","0","95","32","51","0","95","32","51","17","26","0","95","17","26","27","33","12","20","15","26","54","62","0","95","0","95","0","95","0","95","0","95","0","95","6","13","6","13","0","95","48","61","48","61","0","95","16","26","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","16","26","16","26","0","95","111","93","0","95","0","95","0","95","10","18","0","95","10","18","0","95","0","95","0","95","101","86","82","76","19","32","1400000US06037620501","Census Tract 6205.01, Los Angeles County, California"
"812","302","83","71","12","22","0","95","12","22","52","63","40","60","12","19","9","14","9","14","0","95","10","15","10","15","0","95","299","231","114","160","8","13","106","160","134","112","107","82","27","44","12","19","12","19","0","95","39","34","39","34","0","95","390","169","11","18","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","11","18","11","18","0","95","203","136","167","132","0","95","0","95","0","95","41","44","0","95","41","44","68","101","33","50","35","51","58","51","30","27","28","29","36","55","0","95","0","95","0","95","36","55","22","33","14","22","0","95","0","95","0","95","0","95","0","95","0","95","176","127","55","66","0","95","55","66","37","58","0","95","37","58","50","55","37","50","13","22","34","46","34","46","0","95","40","48","0","95","0","95","0","95","26","43","0","95","26","43","14","22","14","22","0","95","0","95","0","95","0","95","1400000US06037620521","Census Tract 6205.21, Los Angeles County, California"
"787","211","103","61","9","15","0","95","9","15","74","57","74","57","0","95","10","16","10","16","0","95","10","15","0","95","10","15","474","159","5","11","3","10","2","4","177","107","144","107","33","27","124","65","115","59","9","27","168","106","158","103","10","17","162","126","24","27","16","24","0","95","16","24","0","95","0","95","0","95","0","95","0","95","0","95","8","12","8","12","0","95","11","19","11","19","0","95","0","95","0","95","11","19","11","19","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","127","101","26","31","10","18","16","23","69","72","43","47","26","29","16","23","16","23","0","95","16","22","16","22","0","95","48","29","6","9","0","95","6","9","18","17","18","17","0","95","8","12","8","12","0","95","16","18","0","95","16","18","1400000US06037620522","Census Tract 6205.22, Los Angeles County, California"
"1429","295","191","169","19","30","0","95","19","30","98","144","0","95","98","144","37","58","37","58","0","95","37","43","0","95","37","43","662","269","289","177","145","123","144","104","89","83","37","43","52","68","151","84","130","82","21","30","133","96","133","96","0","95","302","160","19","30","0","95","0","95","0","95","0","95","0","95","0","95","19","30","19","30","0","95","0","95","0","95","0","95","85","101","85","101","0","95","0","95","0","95","58","90","0","95","58","90","0","95","0","95","0","95","27","40","27","40","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","198","129","65","91","0","95","65","91","83","88","0","95","83","88","0","95","0","95","0","95","50","53","14","22","36","45","274","180","68","57","10","16","58","55","105","114","105","114","0","95","33","34","13","21","20","28","68","97","68","97","0","95","1400000US06037620601","Census Tract 6206.01, Los Angeles County, California"
"1045","253","59","44","14","22","0","95","14","22","17","28","0","95","17","28","12","20","0","95","12","20","16","27","0","95","16","27","660","239","85","81","0","95","85","81","131","113","131","113","0","95","283","157","249","154","34","40","161","79","132","69","29","46","267","128","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","146","90","80","71","0","95","0","95","0","95","24","36","0","95","24","36","15","23","15","23","0","95","41","56","41","56","0","95","66","50","2","5","0","95","2","5","0","95","0","95","0","95","31","29","31","29","0","95","33","40","33","40","0","95","121","107","0","95","0","95","0","95","44","52","0","95","44","52","24","38","24","38","0","95","53","51","53","51","0","95","59","59","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","59","59","0","95","59","59","1400000US06037620602","Census Tract 6206.02, Los Angeles County, California"
"1146","318","290","150","9","14","9","14","0","95","118","97","24","40","94","87","76","88","76","88","0","95","87","75","87","75","0","95","427","231","56","60","0","95","56","60","256","210","150","157","106","147","49","47","49","47","0","95","66","59","66","59","0","95","318","162","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","153","124","83","88","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","83","88","42","57","41","67","70","90","0","95","0","95","0","95","0","95","0","95","0","95","70","90","70","90","0","95","0","95","0","95","0","95","165","102","0","95","0","95","0","95","21","34","21","34","0","95","103","83","103","83","0","95","41","47","18","28","23","38","111","86","0","95","0","95","0","95","20","32","0","95","20","32","0","95","0","95","0","95","91","81","35","41","56","80","1400000US06037620701","Census Tract 6207.01, Los Angeles County, California"
"1135","253","368","167","62","60","30","34","32","36","126","123","81","112","45","53","50","47","12","19","38","43","130","80","130","80","0","95","498","152","21","29","0","95","21","29","240","146","146","135","94","104","155","94","93","83","62","46","82","66","82","66","0","95","254","96","58","65","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","58","65","58","65","0","95","91","50","81","51","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","81","51","46","43","35","39","10","28","5","16","0","95","5","16","0","95","0","95","0","95","5","12","5","12","0","95","0","95","0","95","0","95","105","76","11","18","11","18","0","95","49","45","49","45","0","95","27","29","27","29","0","95","18","26","18","26","0","95","15","23","0","95","0","95","0","95","0","95","0","95","0","95","15","23","15","23","0","95","0","95","0","95","0","95","1400000US06037620702","Census Tract 6207.02, Los Angeles County, California"
"852","291","382","211","0","95","0","95","0","95","90","114","90","114","0","95","99","104","77","96","22","35","193","125","156","120","37","43","222","121","0","95","0","95","0","95","12","19","12","19","0","95","109","93","87","86","22","35","101","85","101","85","0","95","137","83","14","22","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","14","22","14","22","0","95","87","69","21","24","0","95","0","95","0","95","11","18","0","95","11","18","0","95","0","95","0","95","10","16","10","16","0","95","66","61","11","17","0","95","11","17","13","21","13","21","0","95","42","48","20","36","22","35","0","95","0","95","0","95","36","36","7","13","0","95","7","13","19","22","10","17","9","14","0","95","0","95","0","95","10","17","10","17","0","95","111","109","59","97","59","97","0","95","31","51","31","51","0","95","10","18","10","18","0","95","11","18","11","18","0","95","1400000US06037620800","Census Tract 6208, Los Angeles County, California"
"271","132","135","101","5","10","0","95","5","10","40","59","0","95","40","59","47","53","12","16","35","50","43","45","29","28","14","20","85","58","16","20","0","95","16","20","25","29","11","15","14","25","14","17","14","17","0","95","30","30","30","30","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","51","46","7","12","0","95","7","12","8","15","8","15","0","95","0","95","0","95","0","95","36","35","36","35","0","95","1400000US06037620901","Census Tract 6209.01, Los Angeles County, California"
"109","68","19","22","8","14","0","95","8","14","0","95","0","95","0","95","11","17","11","17","0","95","0","95","0","95","0","95","56","49","22","26","22","26","0","95","34","41","24","38","10","17","0","95","0","95","0","95","0","95","0","95","0","95","13","22","13","22","0","95","0","95","0","95","0","95","0","95","0","95","13","22","0","95","13","22","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","21","23","0","95","0","95","0","95","11","17","11","17","0","95","0","95","0","95","0","95","10","16","10","16","0","95","1400000US06037620904","Census Tract 6209.04, Los Angeles County, California"
